Transaction_ID,Customer_ID,Purchase_Date,Product_Category,Order_Value,Country
TXN-10143,CUST-283,2026-10-02,Electronics,-465.2998985288191,USA
TXN-10144,CUST-180,2024-07-29,Home Decor,,USA
TXN-10145,CUST-154,2024-01-26,Electronics,74.59268208470854,France
TXN-10146,CUST-267,2025-08-05,Home Decor,922.1552142902474,Japan
TXN-10147,CUST-227,2026-08-19,Apparel,763.964954378715,Japan
TXN-10148,CUST-201,2026-09-07,Electronics,96.18855184998424,Australia
TXN-10149,CUST-326,2026-06-21,Electronics,432.3967670701849,USA
TXN-10150,CUST-334,2025-11-28,Electronics,1364.2335112306475,USA
TXN-10151,CUST-264,2025-01-12,Home Decor,374.55159818711917,Japan
TXN-10152,CUST-217,2024-04-15,Apparel,234.44441069501016,UK
TXN-10153,CUST-136,2025-06-01,Apparel,744.3900852107932,Australia
TXN-10154,CUST-167,2026-09-05,Apparel,1478.762672083689,Australia
TXN-10155,CUST-135,2024-08-21,Apparel,378.2418018370206,USA
TXN-10156,CUST-163,2024-05-13,Home Decor,1014.7606101607003,Australia
TXN-10157,CUST-290,2026-03-31,Electronics,1147.197030686502,UK
TXN-10158,CUST-243,2026-10-04,Footwear,371.7035651087515,France
TXN-10159,CUST-237,2024-05-31,Apparel,1097.7601959455521,UK
TXN-10160,CUST-167,2024-04-19,Footwear,564.3190364244948,France
TXN-10161,CUST-291,2024-11-06,Home Decor,955.8126292784976,Canada
TXN-10162,CUST-249,2024-11-01,Home Decor,,UK
TXN-10163,CUST-209,2025-09-14,Footwear,-812.9465324306425,Japan
TXN-10164,CUST-329,2024-06-23,Electronics,-153.6288596805243,Canada
TXN-10165,CUST-249,2025-05-23,Footwear,1256.2476934720721,USA
TXN-10166,CUST-202,2024-08-30,Home Decor,494.75449615816905,France
TXN-10167,CUST-192,2026-05-02,Footwear,296.0473953917843,Canada
TXN-10168,CUST-156,2025-04-07,Apparel,80.3472095010506,Canada
TXN-10169,CUST-135,2026-12-06,Apparel,894.5215559185979,USA
TXN-10170,CUST-230,2026-02-18,Electronics,1022.795255526578,Canada
TXN-10171,CUST-226,2026-07-11,Footwear,44.54998681322711,France
TXN-10172,CUST-123,2026-06-25,Footwear,777.8977262829359,France
TXN-10173,CUST-293,2025-08-31,Footwear,355.2137472929482,UK
TXN-10174,CUST-112,2026-05-28,Footwear,974.8557298059858,USA
TXN-10175,CUST-320,2025-09-17,Electronics,278.0623149273873,Australia
TXN-10176,CUST-128,2024-05-03,Home Decor,1042.5878523916494,France
TXN-10177,CUST-139,2024-07-22,Electronics,,Canada
TXN-10178,CUST-260,2025-03-01,Home Decor,1406.360383330367,France
TXN-10179,CUST-140,2025-03-08,Home Decor,223.53099733607002,France
TXN-10180,CUST-302,2025-06-25,Home Decor,524.7781995543826,Japan
TXN-10181,CUST-274,2024-06-15,Footwear,187.9408114360718,UK
TXN-10182,CUST-208,2024-11-17,Electronics,1388.5465550522729,Australia
TXN-10183,CUST-252,2025-05-06,Home Decor,1318.4622430038519,France
TXN-10184,CUST-116,2024-12-21,Apparel,401.7536090184303,USA
TXN-10185,CUST-198,2024-06-02,Home Decor,996.776388130585,France
TXN-10186,CUST-197,2024-11-16,Electronics,1229.4888562977994,USA
TXN-10187,CUST-252,2024-01-06,Footwear,841.6972011672043,USA
TXN-10188,CUST-219,2026-04-16,Apparel,803.8828559668896,UK
TXN-10189,CUST-235,2026-07-11,Home Decor,377.9413905326685,Australia
TXN-10190,CUST-164,2026-08-20,Footwear,157.79209635273082,USA
TXN-10191,CUST-348,2025-08-19,Electronics,1347.8793217709235,UK
TXN-10192,CUST-241,2024-03-07,Electronics,1352.6187246017291,Germany
TXN-10193,CUST-320,2025-04-19,Apparel,956.9901567644365,UK
TXN-10194,CUST-341,2025-08-13,Apparel,-521.764090752077,Germany
TXN-10195,CUST-102,2025-08-02,Home Decor,536.8301704267382,France
TXN-10196,CUST-274,2026-07-18,Footwear,1094.4144047279542,Australia
TXN-10197,CUST-284,2024-05-25,Footwear,1347.7231847298142,USA
TXN-10198,CUST-129,2025-04-23,Electronics,1332.8879079123735,USA
TXN-10199,CUST-274,2025-06-25,Electronics,1174.2158078692833,France
TXN-10200,CUST-326,2025-02-09,Home Decor,970.2068363083459,Canada
TXN-10201,CUST-237,2026-05-20,Home Decor,144.52714819267226,Japan
TXN-10202,CUST-292,2024-08-23,Electronics,259.21049686002834,USA
TXN-10203,CUST-168,2025-04-05,Electronics,1349.8601990200773,Japan
TXN-10204,CUST-296,2024-11-01,Footwear,917.5150082961931,Australia
TXN-10205,CUST-264,2025-06-28,Footwear,33.61163639261188,France
TXN-10206,CUST-187,2024-10-18,Footwear,170.17788344172752,UK
TXN-10207,CUST-128,2024-05-26,Home Decor,1001.9826182799226,Australia
TXN-10208,CUST-175,2024-05-02,Footwear,27.49114409240366,USA
TXN-10209,CUST-211,2024-12-05,Apparel,257.995916097898,UK
TXN-10210,CUST-140,2025-09-21,Apparel,832.1260082625474,Australia
TXN-10211,CUST-216,2025-08-14,Footwear,1044.004892585186,USA
TXN-10212,CUST-100,2026-06-18,Footwear,984.9026640638488,France
TXN-10213,CUST-344,2024-09-11,Electronics,,Japan
TXN-10214,CUST-284,2026-08-17,Electronics,1074.025247594353,USA
TXN-10215,CUST-324,2025-09-14,Home Decor,371.1286494952641,USA
TXN-10216,CUST-284,2026-04-04,Apparel,501.59155327571625,Canada
TXN-10217,CUST-167,2025-07-11,Apparel,1124.8072795746757,Canada
TXN-10218,CUST-348,2026-10-21,Home Decor,,Canada
TXN-10219,CUST-228,2026-10-08,Footwear,-1276.8506475313834,UK
TXN-10220,CUST-295,2026-06-15,Footwear,993.2670806045082,Australia
TXN-10221,CUST-145,2024-06-13,Home Decor,861.096732936498,Japan
TXN-10222,CUST-229,2024-03-22,Apparel,158.63865638557687,Japan
TXN-10223,CUST-333,2026-06-03,Apparel,564.2193885279617,Japan
TXN-10224,CUST-127,2025-10-22,Footwear,412.49950416895365,Japan
TXN-10225,CUST-322,2025-05-27,Electronics,381.1046722010437,UK
TXN-10226,CUST-260,2024-02-22,Home Decor,1460.0556210336194,France
TXN-10227,CUST-176,2024-07-06,Home Decor,601.7846325068055,France
TXN-10228,CUST-315,2025-04-13,Footwear,1340.2289016621276,UK
TXN-10229,CUST-263,2024-02-12,Home Decor,954.0851664759491,USA
TXN-10230,CUST-229,2025-07-05,Apparel,1196.3207292416396,Germany
TXN-10231,CUST-255,2024-03-23,Footwear,763.9028977956843,Germany
TXN-10232,CUST-150,2024-12-24,Apparel,873.8177492470115,USA
TXN-10233,CUST-139,2026-08-21,Electronics,748.9261868519186,Germany
TXN-10234,CUST-195,2026-11-28,Home Decor,308.95962194110587,France
TXN-10235,CUST-295,2026-06-24,Home Decor,1089.2291305870278,UK
TXN-10236,CUST-141,2025-07-23,Apparel,435.5430964124666,Australia
TXN-10237,CUST-238,2025-01-06,Footwear,55.98763031855168,Canada
TXN-10238,CUST-344,2026-06-11,Footwear,975.2989979426084,France
TXN-10239,CUST-299,2026-10-04,Home Decor,282.12380552243246,UK
TXN-10240,CUST-336,2024-07-05,Apparel,1411.8787048423133,France
TXN-10241,CUST-235,2026-08-20,Electronics,1431.8142939638294,France
TXN-10242,CUST-335,2025-12-13,Apparel,1373.9992975262637,UK
TXN-10243,CUST-100,2026-04-16,Footwear,567.8348763780577,Australia
TXN-10244,CUST-253,2025-11-13,Home Decor,42.875792462723794,Germany
TXN-10245,CUST-182,2025-10-19,Home Decor,1393.9114726298335,France
TXN-10246,CUST-225,2024-08-02,Home Decor,653.7125395096252,Australia
TXN-10247,CUST-104,2024-11-25,Electronics,1450.649132184631,Japan
TXN-10248,CUST-128,2025-11-06,Electronics,1446.1575660920942,UK
TXN-10249,CUST-337,2026-04-23,Footwear,1282.453994091693,USA
TXN-10250,CUST-192,2026-10-11,Apparel,455.7843602629868,USA
TXN-10251,CUST-324,2025-08-13,Apparel,589.9446383308493,UK
TXN-10252,CUST-312,2026-03-31,Apparel,1279.6822738449482,Japan
TXN-10253,CUST-306,2024-03-16,Electronics,489.04456763129093,USA
TXN-10254,CUST-178,2026-07-20,Home Decor,270.84926509541685,Germany
TXN-10255,CUST-161,2024-06-29,Footwear,844.0658684383583,France
TXN-10256,CUST-114,2025-10-06,Footwear,,Australia
TXN-10257,CUST-161,2025-05-31,Electronics,,Canada
TXN-10258,CUST-324,2025-10-24,Electronics,863.6905317322602,Australia
TXN-10259,CUST-245,2024-08-25,Home Decor,163.82121078073743,Canada
TXN-10260,CUST-342,2026-04-07,Home Decor,930.2106955147713,Japan
TXN-10261,CUST-120,2026-11-19,Electronics,1485.2796981543097,UK
TXN-10262,CUST-121,2024-01-03,Footwear,227.32434255005558,UK
TXN-10263,CUST-287,2026-08-04,Home Decor,,Canada
TXN-10264,CUST-224,2026-04-26,Home Decor,1318.512146453374,France
TXN-10265,CUST-308,2024-04-21,Footwear,1116.3375542762226,USA
TXN-10266,CUST-117,2025-01-19,Home Decor,1051.5832966729965,UK
TXN-10267,CUST-350,2026-11-27,Footwear,1059.6764443009217,Germany
TXN-10268,CUST-294,2026-01-10,Apparel,552.0469038052377,Germany
TXN-10269,CUST-236,2026-10-17,Home Decor,454.51592951145017,Germany
TXN-10270,CUST-296,2026-06-24,Home Decor,1217.8545101082002,France
TXN-10271,CUST-132,2024-04-15,Apparel,1218.9678241251875,Germany
TXN-10272,CUST-132,2025-02-20,Footwear,1303.2670314985535,Canada
TXN-10273,CUST-268,2025-06-30,Home Decor,1371.5960177835775,Japan
TXN-10274,CUST-221,2024-09-25,Apparel,,France
TXN-10275,CUST-342,2025-08-12,Footwear,762.2441161370555,USA
TXN-10276,CUST-240,2026-06-16,Home Decor,1201.4768648708273,Japan
TXN-10277,CUST-142,2026-09-19,Electronics,,Japan
TXN-10278,CUST-167,2024-09-05,Apparel,1058.910978341401,France
TXN-10279,CUST-235,2024-02-29,Footwear,1197.7731507654296,Canada
TXN-10280,CUST-323,2025-05-05,Electronics,1337.207905889998,UK
TXN-10281,CUST-255,2024-11-20,Footwear,,Germany
TXN-10282,CUST-208,2025-09-28,Electronics,575.8627699071171,Germany
TXN-10283,CUST-346,2024-01-29,Electronics,159.09327096448612,Germany
TXN-10284,CUST-154,2026-04-15,Apparel,875.8546086743374,UK
TXN-10285,CUST-337,2024-07-09,Apparel,73.19456521917829,France
TXN-10286,CUST-238,2025-04-05,Electronics,709.085066836041,Australia
TXN-10287,CUST-293,2024-08-20,Apparel,823.1140593672134,Canada
TXN-10288,CUST-286,2026-08-03,Footwear,444.0810531498609,France
TXN-10289,CUST-276,2024-08-28,Home Decor,,USA
TXN-10290,CUST-151,2024-11-11,Footwear,65.14036990979315,Japan
TXN-10291,CUST-282,2026-10-17,Electronics,75.27531934883734,Japan
TXN-10292,CUST-179,2025-08-20,Footwear,1237.4488297762941,UK
TXN-10293,CUST-202,2026-11-08,Electronics,553.082149288669,Australia
TXN-10294,CUST-271,2025-07-13,Footwear,-208.04955872478948,Australia
TXN-10295,CUST-266,2026-04-30,Footwear,792.9200248811105,USA
TXN-10296,CUST-195,2026-09-15,Apparel,1159.5904585859441,UK
TXN-10297,CUST-212,2026-08-25,Electronics,339.4151206953279,Australia
TXN-10298,CUST-330,2025-05-14,Electronics,941.8779042121204,France
TXN-10299,CUST-232,2026-07-24,Home Decor,146.31424819077665,Germany
TXN-10300,CUST-215,2024-10-23,Footwear,96.48894732953939,USA
TXN-10301,CUST-130,2026-02-24,Footwear,-806.404854720859,Germany
TXN-10302,CUST-163,2025-01-25,Home Decor,-820.1399799829577,USA
TXN-10303,CUST-157,2026-11-06,Electronics,963.3962542173457,Canada
TXN-10304,CUST-116,2024-10-06,Footwear,1094.6151739095392,Canada
TXN-10305,CUST-186,2024-05-22,Home Decor,1464.2610776045512,UK
TXN-10306,CUST-105,2025-07-19,Home Decor,784.124515485769,Australia
TXN-10307,CUST-250,2026-04-29,Home Decor,,Japan
TXN-10308,CUST-241,2025-11-27,Footwear,1196.8755682576814,Japan
TXN-10309,CUST-158,2026-11-05,Electronics,420.83173186786985,Germany
TXN-10310,CUST-250,2025-07-01,Electronics,,Australia
TXN-10311,CUST-156,2024-01-06,Home Decor,-136.11544438655363,Canada
TXN-10312,CUST-101,2025-08-02,Home Decor,57.51910025487712,Germany
TXN-10313,CUST-118,2025-09-03,Electronics,1444.719653723329,France
TXN-10314,CUST-281,2026-09-29,Home Decor,1257.2505783580646,UK
TXN-10315,CUST-261,2024-10-31,Home Decor,1050.041825018673,Japan
TXN-10316,CUST-115,2026-07-03,Electronics,625.2503577331195,Australia
TXN-10317,CUST-158,2026-09-18,Footwear,276.47559370485175,Japan
TXN-10318,CUST-117,2025-12-07,Home Decor,,USA
TXN-10319,CUST-331,2025-11-11,Footwear,390.3594892836011,USA
TXN-10320,CUST-108,2026-02-11,Home Decor,832.8554637650583,Germany
TXN-10321,CUST-320,2026-07-21,Home Decor,1077.6019655960922,USA
TXN-10322,CUST-184,2025-10-21,Home Decor,997.0921175422422,USA
TXN-10323,CUST-118,2025-01-21,Apparel,434.3021674799954,Canada
TXN-10324,CUST-231,2025-05-04,Footwear,1433.2006153815273,UK
TXN-10325,CUST-160,2026-02-23,Footwear,-1112.0874367097374,USA
TXN-10326,CUST-171,2025-04-23,Home Decor,840.443997716873,USA
TXN-10327,CUST-271,2026-04-21,Electronics,925.3467044268414,Japan
TXN-10328,CUST-224,2024-03-30,Home Decor,641.0080923931291,Australia
TXN-10329,CUST-154,2025-10-13,Apparel,-386.64186446171306,Germany
TXN-10330,CUST-238,2026-08-26,Home Decor,546.8395644038671,Canada
TXN-10331,CUST-133,2026-02-19,Apparel,,France
TXN-10332,CUST-285,2026-03-01,Home Decor,41.30236317203868,France
TXN-10333,CUST-339,2024-11-07,Footwear,191.78750795023603,Germany
TXN-10334,CUST-325,2026-10-11,Home Decor,88.08391019219407,Japan
TXN-10335,CUST-246,2024-03-16,Footwear,80.27862743207581,Australia
TXN-10336,CUST-247,2024-09-15,Electronics,1286.0816643362907,Australia
TXN-10337,CUST-221,2026-10-25,Electronics,1061.413631882435,France
TXN-10338,CUST-162,2025-11-10,Home Decor,721.7772670492412,Australia
TXN-10339,CUST-300,2024-07-24,Home Decor,-164.79455776348217,USA
TXN-10340,CUST-221,2026-06-20,Electronics,,France
TXN-10341,CUST-306,2024-07-23,Apparel,720.7382207552372,Germany
TXN-10342,CUST-204,2026-12-13,Electronics,-276.33876746682245,Germany
TXN-10343,CUST-148,2026-07-24,Electronics,,Germany
TXN-10344,CUST-124,2024-02-01,Apparel,609.7870069081127,UK
TXN-10345,CUST-124,2024-10-22,Electronics,,Canada
TXN-10346,CUST-268,2026-04-19,Electronics,959.9386032841128,USA
TXN-10347,CUST-210,2024-11-12,Apparel,87.04993446262588,Canada
TXN-10348,CUST-190,2024-06-02,Apparel,574.4266696471774,USA
TXN-10349,CUST-208,2026-08-19,Footwear,946.2726752570699,Germany
TXN-10350,CUST-205,2025-06-26,Home Decor,-764.6416626985298,UK
TXN-10351,CUST-219,2025-11-24,Footwear,1287.604964958717,Japan
TXN-10352,CUST-321,2026-03-25,Apparel,,UK
TXN-10353,CUST-286,2024-06-13,Electronics,261.14295208051595,Germany
TXN-10354,CUST-113,2025-11-03,Apparel,124.44174615263617,Canada
TXN-10355,CUST-272,2026-12-28,Electronics,970.7805317453472,Australia
TXN-10356,CUST-267,2026-02-17,Footwear,59.236739601600284,Germany
TXN-10357,CUST-265,2025-10-10,Footwear,886.9478602847257,France
TXN-10358,CUST-125,2026-09-26,Footwear,1411.5407573089371,Japan
TXN-10359,CUST-115,2024-03-14,Electronics,871.7017832563008,Japan
TXN-10360,CUST-203,2024-05-20,Home Decor,594.4914907856524,France
TXN-10361,CUST-286,2025-04-25,Home Decor,972.0665632946827,France
TXN-10362,CUST-186,2025-08-11,Home Decor,698.2142779274446,France
TXN-10363,CUST-304,2025-04-10,Apparel,827.5128481875837,USA
TXN-10364,CUST-320,2024-07-04,Apparel,1413.3679169892573,Canada
TXN-10365,CUST-127,2026-06-07,Electronics,591.4319039451459,France
TXN-10366,CUST-163,2024-07-20,Apparel,1442.562034459393,Australia
TXN-10367,CUST-149,2024-07-24,Electronics,1359.9189500949744,France
TXN-10368,CUST-148,2026-06-27,Footwear,309.77087948815876,Japan
TXN-10369,CUST-237,2024-12-06,Electronics,122.65472529524487,UK
TXN-10370,CUST-214,2025-09-05,Apparel,169.15144203859145,USA
TXN-10371,CUST-135,2024-02-29,Footwear,46.9683019642936,UK
TXN-10372,CUST-208,2024-04-04,Footwear,159.77558191877404,USA
TXN-10373,CUST-146,2025-10-26,Electronics,1030.850024656208,Australia
TXN-10374,CUST-171,2024-04-24,Home Decor,125.3591997211389,USA
TXN-10375,CUST-218,2025-08-23,Apparel,-492.08393283476676,Australia
TXN-10376,CUST-163,2026-01-04,Apparel,,Germany
TXN-10377,CUST-323,2026-02-06,Home Decor,,Germany
TXN-10378,CUST-336,2026-06-01,Apparel,1225.413354231625,USA
TXN-10379,CUST-119,2024-10-25,Home Decor,437.1450666646319,Canada
TXN-10380,CUST-213,2025-05-15,Home Decor,194.88394488005125,France
TXN-10381,CUST-306,2026-12-23,Footwear,1051.1710047389429,France
TXN-10382,CUST-320,2026-04-23,Footwear,,France
TXN-10383,CUST-319,2025-01-03,Electronics,1318.6585800200385,France
TXN-10384,CUST-240,2024-12-14,Footwear,1107.905144829751,UK
